id,created_at,answers,metadata
517007d4-2509-4fc9-bfba-da21bba55146,2025-04-29 18:38:32.829871+00,"{""1"":""Already happening for simple tasks"",""2"":""Software development lifecycle"",""3"":""We ARE deploying them now"",""4"":""The company deploying the agents"",""5"":""Self-modification of their own architecture"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Control (allow autonomous decision execution)"",""8"":""Lack of genuine curiosity and self-directed learning"",""9"":""Market competition and user choice"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""America/Los_Angeles"",""timestamp"":""2025-04-29T18:38:31.338Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36""}"
5252b0b2-07ea-49b8-964f-c421a3aad6df,2025-05-08 18:34:43.871584+00,"{""1"":""Already happening for simple tasks"",""2"":""Software development lifecycle"",""3"":""Fear of the unknown"",""4"":""The company deploying the agents"",""5"":""Memory"",""6"":""2-3 (minimal communication overhead)"",""7"":""Job security (including your own position)"",""8"":""Reasoning failures under uncertainty"",""9"":""Open source transparency"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""America/Toronto"",""timestamp"":""2025-05-08T18:34:43.670Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1""}"
58797842-87b7-4a64-af08-cf52ca0779ec,2025-05-08 18:37:42.118008+00,"{""1"":""Machines will write 99% of code by 2030"",""2"":""Software development lifecycle"",""3"":""No opinion"",""4"":""The company deploying the agents"",""5"":""Self-modification of their own architecture"",""6"":""5-10 (balance of specialization and coordination)"",""7"":""Privacy (complete work environment monitoring)"",""8"":""Lack of genuine curiosity and self-directed learning"",""9"":""Self-governing AI systems"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""Europe/Vienna"",""timestamp"":""2025-05-08T18:37:41.856Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1""}"
5b4b8103-69f4-4d8e-aeee-d89d3a259a17,2025-04-29 17:14:13.481272+00,"{""1"":""Already happening for simple tasks"",""2"":""Software development lifecycle"",""3"":""We ARE deploying them now"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""True causal reasoning"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Control (allow autonomous decision execution)"",""8"":""The need for human oversight"",""9"":""Open source transparency"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""America/New_York"",""timestamp"":""2025-04-29T17:14:13.233Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36""}"
5c3f7485-e361-49be-b000-878148e8438c,2025-04-29 17:03:37.76546+00,"{""1"":""Already happening for simple tasks"",""2"":""Corporate decision-making hierarchies"",""3"":""We ARE deploying them now"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""Self-modification of their own architecture"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Privacy (complete work environment monitoring)"",""8"":""Reasoning failures under uncertainty"",""9"":""Open source transparency"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""Europe/Zagreb"",""timestamp"":""2025-04-29T17:03:36.587Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1""}"
5d34a059-1b9e-4b81-a9b3-f1387e21c481,2025-04-29 17:04:08.773918+00,"{""1"":""Machines will write 99% of code by 2030"",""2"":""Traditional education systems"",""3"":""Fear of the unknown"",""4"":""The company deploying the agents"",""5"":""True causal reasoning"",""6"":""2-3 (minimal communication overhead)"",""7"":""Control (allow autonomous decision execution)"",""8"":""The need for human oversight"",""9"":""Open source transparency"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""Europe/Zagreb"",""timestamp"":""2025-04-29T17:04:08.399Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/135.0.7049.83 Mobile/15E148 Safari/604.1""}"
60fd7785-706f-4983-8334-ce92b8f11ff9,2025-04-29 17:04:53.330397+00,"{""1"":""Already happening for simple tasks"",""2"":""Software development lifecycle"",""3"":""Regulatory/compliance concerns"",""4"":""The company deploying the agents"",""5"":""Self-modification of their own architecture"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Control (allow autonomous decision execution)"",""8"":""The need for human oversight"",""9"":""Open source transparency"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""Europe/Zagreb"",""timestamp"":""2025-04-29T17:04:52.821Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/135.0.7049.83 Mobile/15E148 Safari/604.1""}"
619fbe1b-ed51-4fca-85a6-dd4ec0bfde03,2025-05-08 18:34:52.728255+00,"{""1"":""Never - creativity can't be automated"",""2"":""Software development lifecycle"",""3"":""Regulatory/compliance or technical readiness concerns"",""4"":""The company deploying the agents"",""5"":""True causal reasoning"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Control (allow autonomous decision execution)"",""8"":""Reasoning failures under uncertainty"",""9"":""Strong regulation and licensing"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""Europe/Amsterdam"",""timestamp"":""2025-05-08T18:34:54.383Z"",""userAgent"":""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Mobile Safari/537.36""}"
63619806-dd46-483c-a68c-fba744e3346c,2025-05-08 18:33:20.839048+00,"{""1"":""Machines will write 99% of code by 2030"",""2"":""Traditional education systems"",""3"":""We ARE deploying them now"",""4"":""The agents themselves (new legal frameworks needed)"",""5"":""Memory"",""6"":""2-3 (minimal communication overhead)"",""7"":""Privacy (complete work environment monitoring)"",""8"":""Reasoning failures under uncertainty"",""9"":""Strong regulation and licensing"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""Europe/Vilnius"",""timestamp"":""2025-05-08T18:33:20.667Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1""}"
65d3b8e0-63e7-411c-856b-0a14d071e081,2025-05-11 04:57:46.580062+00,"{""1"":""No opinion"",""2"":""No opinion"",""3"":""No opinion"",""4"":""No opinion"",""5"":""No opinion"",""6"":""No opinion"",""7"":""No opinion"",""8"":""No opinion"",""9"":""No opinion"",""10"":""No opinion""}","{""timeZone"":""America/New_York"",""timestamp"":""2025-05-11T04:57:46.225Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36""}"
66073296-d996-49e9-a013-87c38cc8f1d7,2025-05-08 18:40:55.621253+00,"{""1"":""Machines will write 99% of code by 2030"",""2"":""Traditional education systems"",""3"":""Technical leadership doesn't understand the potential"",""4"":""The company deploying the agents"",""5"":""Self-modification of their own architecture"",""6"":""2-3 (minimal communication overhead)"",""7"":""Privacy (complete work environment monitoring)"",""8"":""Lack of genuine curiosity and self-directed learning"",""9"":""Open source transparency"",""10"":""Focus on purely interpersonal/emotional work"",""11"":""loved the quesstions , had me think deep about AI""}","{""timeZone"":""America/New_York"",""timestamp"":""2025-05-08T18:40:55.384Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36""}"
6b69a8dd-af2a-4ab5-ab1c-a08640e5909b,2025-05-08 18:33:47.170067+00,"{""1"":""Already happening for simple tasks"",""2"":""Corporate decision-making hierarchies"",""3"":""Technical leadership doesn't understand the potential"",""4"":""The company deploying the agents"",""5"":""Memory"",""6"":""No opinion"",""7"":""Nothing, the risks outweigh the benefits"",""8"":""No opinion"",""9"":""Strong regulation and licensing"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""America/Puerto_Rico"",""timestamp"":""2025-05-08T18:33:46.964Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36""}"
70656acd-6129-41eb-a62d-c69196708004,2025-05-08 18:36:33.362631+00,"{""1"":""Already happening for simple tasks"",""2"":""Traditional education systems"",""3"":""Fear of the unknown"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""Memory"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Nothing, the risks outweigh the benefits"",""8"":""Reasoning failures under uncertainty"",""9"":""Strong regulation and licensing"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""Europe/Berlin"",""timestamp"":""2025-05-08T18:36:33.172Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36""}"
720247b7-4fc5-4ac6-9d72-322453630a0f,2025-04-29 17:05:59.22424+00,"{""1"":""Already happening for simple tasks"",""2"":""Traditional education systems"",""3"":""Technical leadership doesn't understand the potential"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""Perfect theory of mind about humans"",""6"":""5-10 (balance of specialization and coordination)"",""7"":""Job security (including your own position)"",""8"":""The need for human oversight"",""9"":""Strong regulation and licensing"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""Europe/Zagreb"",""timestamp"":""2025-04-29T17:05:58.960Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1""}"
7b49dccf-dd9e-4841-8c0f-78e9719cf970,2025-04-29 17:04:14.930429+00,"{""1"":""Already happening for simple tasks"",""2"":""Traditional education systems"",""3"":""Fear of the unknown"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""Perfect theory of mind about humans"",""6"":""50+ (massive specialization networks)"",""7"":""Nothing, the risks outweigh the benefits"",""8"":""The need for human oversight"",""9"":""Open source transparency"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""Europe/Zagreb"",""timestamp"":""2025-04-29T17:04:15.271Z"",""userAgent"":""Mozilla/5.0 (Linux; U; Android 14; hr-hr; Xiaomi 11 Lite 5G NE Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.5615.136 Mobile Safari/537.36 XiaoMi/MiuiBrowser/14.10.1.3-gn""}"
7b6456f0-2601-4267-a605-3f26bcfa20fd,2025-05-08 18:51:58.737849+00,"{""1"":""Machines will write 99% of code by 2030"",""2"":""Software development lifecycle"",""3"":""Regulatory/compliance or technical readiness concerns"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""Memory"",""6"":""50+ (massive specialization networks)"",""7"":""Privacy (complete work environment monitoring)"",""8"":""Lack of genuine curiosity and self-directed learning"",""9"":""Self-governing AI systems"",""10"":""Focus on purely interpersonal/emotional work""}","{""timeZone"":""Asia/Calcutta"",""timestamp"":""2025-05-08T18:51:58.273Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15""}"
7bcfa29c-5ecc-47b3-b4ed-8dc0d6b5bf72,2025-05-01 16:53:06.227995+00,"{""1"":""Already happening for simple tasks"",""2"":""Knowledge work industry"",""3"":""Regulatory/compliance or technical readiness concerns"",""4"":""The company deploying the agents"",""5"":""Memory"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Control (allow autonomous decision execution)"",""8"":""The need for human oversight"",""9"":""Open source transparency"",""10"":""Develop new types of work we can't yet imagine"",""11"":""Being inside a public organization that is slow to introduce new software to improve productivity is frustrating. The IT Department is hesitant to allow new software they do not have the manpower to support. MS Access is an example where users created new methods to complete work years ago. When these creators move on, and something goes haywire on their creation, IT gets a call for help for something they do not support. To prevent getting burnt again, the current approach is not allowing this type of productivity software tool. ""}","{""timeZone"":""America/Los_Angeles"",""timestamp"":""2025-05-01T16:53:04.975Z"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0""}"
7f8eeaca-a571-49fc-9e50-2e803ed0e445,2025-05-08 18:35:52.197128+00,"{""1"":""Already happening for simple tasks"",""2"":""Software development lifecycle"",""3"":""Regulatory/compliance or technical readiness concerns"",""4"":""The company deploying the agents"",""5"":""Self-modification of their own architecture"",""6"":""5-10 (balance of specialization and coordination)"",""7"":""Job security (including your own position)"",""8"":""Reasoning failures under uncertainty"",""9"":""Market competition and user choice"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""Europe/London"",""timestamp"":""2025-05-08T18:35:51.942Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1""}"
85664fb4-676f-4482-ba66-a4ea31fe42ac,2025-04-29 17:04:42.576335+00,"{""1"":""Already happening for simple tasks"",""2"":""Corporate decision-making hierarchies"",""3"":""Technical leadership doesn't understand the potential"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""Perfect theory of mind about humans"",""6"":""2-3 (minimal communication overhead)"",""7"":""Privacy (complete work environment monitoring)"",""8"":""Inability to truly understand human emotions"",""9"":""Strong regulation and licensing"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""Europe/Zagreb"",""timestamp"":""2025-04-29T17:04:42.076Z"",""userAgent"":""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36""}"
8822e6f8-7918-401f-8e8e-af3aa41f1d32,2025-05-08 18:37:22.702641+00,"{""1"":""Already happening for simple tasks"",""2"":""Knowledge work industry"",""3"":""Fear of the unknown"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""No opinion"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Nothing, the risks outweigh the benefits"",""8"":""No opinion"",""9"":""Open source transparency"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""Europe/Amsterdam"",""timestamp"":""2025-05-08T18:37:24.268Z"",""userAgent"":""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Mobile Safari/537.36""}"
8839f285-6034-47d8-b13d-bf0dcaaecef8,2025-05-08 18:33:50.772843+00,"{""1"":""5-10 years for most programming tasks"",""2"":""Software development lifecycle"",""3"":""Technical leadership doesn't understand the potential"",""4"":""The developers who built the system"",""5"":""Self-modification of their own architecture"",""6"":""5-10 (balance of specialization and coordination)"",""7"":""Job security (including your own position)"",""8"":""Lack of genuine curiosity and self-directed learning"",""9"":""Open source transparency"",""10"":""Focus on purely interpersonal/emotional work""}","{""timeZone"":""America/Toronto"",""timestamp"":""2025-05-08T18:33:50.599Z"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36""}"
89be61a7-e5b8-4ff3-aded-138901e2f1a1,2025-05-08 18:34:08.064731+00,"{""1"":""No opinion"",""2"":""No opinion"",""3"":""No opinion"",""4"":""No opinion"",""5"":""No opinion"",""6"":""No opinion"",""7"":""No opinion"",""8"":""No opinion"",""9"":""No opinion"",""10"":""No opinion""}","{""timeZone"":""Europe/London"",""timestamp"":""2025-05-08T18:34:07.917Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36""}"
8a6f402a-4a3a-495d-adb1-77dd8f4f0811,2025-05-08 18:36:11.227886+00,"{""1"":""Already happening for simple tasks"",""2"":""Software development lifecycle"",""3"":""Regulatory/compliance or technical readiness concerns"",""4"":""The company deploying the agents"",""5"":""True causal reasoning"",""6"":""No opinion"",""7"":""Job security (including your own position)"",""8"":""Reasoning failures under uncertainty"",""9"":""No opinion"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""Asia/Kolkata"",""timestamp"":""2025-05-08T18:36:10.974Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:138.0) Gecko/20100101 Firefox/138.0""}"
8a7c9e38-dc2a-466f-a710-ad95610c9e3f,2025-05-08 18:36:09.39322+00,"{""1"":""Never - creativity can't be automated"",""2"":""Software development lifecycle"",""3"":""We ARE deploying them now"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""True causal reasoning"",""6"":""5-10 (balance of specialization and coordination)"",""7"":""Nothing, the risks outweigh the benefits"",""8"":""Reasoning failures under uncertainty"",""9"":""Open source transparency"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""Africa/Johannesburg"",""timestamp"":""2025-05-08T18:36:09.153Z"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0""}"
8b99e526-2f3c-4d3e-9030-69bf9c8ec50d,2025-04-29 14:02:46.673373+00,"{""1"":""5-10 years for most programming tasks"",""2"":""Software development lifecycle"",""3"":""We ARE deploying them now"",""4"":""The developers who built the system"",""5"":""Self-modification of their own architecture"",""6"":""2-3 (minimal communication overhead)"",""7"":""Control (allow autonomous decision execution)"",""8"":""The need for human oversight"",""9"":""Open source transparency"",""10"":""Focus on purely interpersonal/emotional work""}","{""timeZone"":""Europe/London"",""timestamp"":""2025-04-29T14:02:46.003Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36""}"
8bab0882-3731-4ba9-81ba-1a575a300ede,2025-05-08 18:36:25.460525+00,"{""1"":""Never - creativity can't be automated"",""2"":""Knowledge work industry"",""3"":""Technical leadership doesn't understand the potential"",""4"":""The company deploying the agents"",""5"":""No opinion"",""6"":""No opinion"",""7"":""Privacy (complete work environment monitoring)"",""8"":""Inability to truly understand human emotions"",""9"":""Market competition and user choice"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""Africa/Johannesburg"",""timestamp"":""2025-05-08T18:36:25.291Z"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0""}"
8bfdbf14-beb0-4a64-a48c-e689d9725de0,2025-05-01 17:53:11.082812+00,"{""1"":""Never - creativity can't be automated"",""2"":""Software development lifecycle"",""3"":""Fear of the unknown"",""4"":""The company deploying the agents"",""5"":""Memory"",""6"":""5-10 (balance of specialization and coordination)"",""7"":""Job security (including your own position)"",""8"":""Reasoning failures under uncertainty"",""9"":""Open source transparency"",""10"":""Provide oversight and creative direction"",""11"":""This is just the beginning - I can't wait to see what new leaps forwards are coming.""}","{""timeZone"":""Europe/Paris"",""timestamp"":""2025-05-01T17:53:10.951Z"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Avast/134.0.0.0""}"
8fbd803f-241b-4dcc-841d-0f1ba1dda69b,2025-05-08 18:38:35.055087+00,"{""1"":""Already happening for simple tasks"",""2"":""Software development lifecycle"",""3"":""We ARE deploying them now"",""4"":""No opinion"",""5"":""Memory"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""No opinion"",""8"":""Reasoning failures under uncertainty"",""9"":""Open source transparency"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""America/New_York"",""timestamp"":""2025-05-08T18:38:34.848Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36""}"
9052790d-cc7d-4b8c-be94-023418270198,2025-04-29 17:04:23.581007+00,"{""1"":""Already happening for simple tasks"",""2"":""Software development lifecycle"",""3"":""We ARE deploying them now"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""Perfect theory of mind about humans"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Nothing, the risks outweigh the benefits"",""8"":""The need for human oversight"",""9"":""Market competition and user choice"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""Europe/Zagreb"",""timestamp"":""2025-04-29T17:04:23.308Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/135.0.7049.83 Mobile/15E148 Safari/604.1""}"
9568cb61-c442-4e32-8725-90a25e276459,2025-04-30 15:00:36.635919+00,"{""1"":""Never - creativity can't be automated"",""2"":""Knowledge work industry"",""3"":""Regulatory/compliance concerns"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""True causal reasoning"",""6"":""5-10 (balance of specialization and coordination)"",""7"":""Nothing, the risks outweigh the benefits"",""8"":""Lack of genuine curiosity and self-directed learning"",""9"":""Open source transparency"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""America/New_York"",""timestamp"":""2025-04-30T15:00:36.347Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36""}"
9686ba2e-1ae8-4b50-9808-fc3fae420379,2025-05-08 19:20:38.6387+00,"{""1"":""Already happening for simple tasks"",""2"":""Corporate decision-making hierarchies"",""3"":""Fear of the unknown"",""4"":""The agents themselves (new legal frameworks needed)"",""5"":""True causal reasoning"",""6"":""50+ (massive specialization networks)"",""7"":""Control (allow autonomous decision execution)"",""8"":""Reasoning failures under uncertainty"",""9"":""Strong regulation and licensing"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""Europe/Zurich"",""timestamp"":""2025-05-08T19:20:38.398Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36""}"
979812e8-7b8e-41e3-ab88-41dd1d76dd61,2025-05-08 18:34:11.828253+00,"{""1"":""Never - creativity can't be automated"",""2"":""Traditional education systems"",""3"":""No opinion"",""4"":""The company deploying the agents"",""5"":""True causal reasoning"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Control (allow autonomous decision execution)"",""8"":""Reasoning failures under uncertainty"",""9"":""Open source transparency"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""America/New_York"",""timestamp"":""2025-05-08T18:34:11.592Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36""}"
9a1bf7c5-2c91-4ab6-90d7-faef2b7e68c7,2025-04-29 16:16:41.278497+00,"{""1"":""Already happening for simple tasks"",""2"":""Software development lifecycle"",""3"":""We ARE deploying them now"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""Self-modification of their own architecture"",""6"":""5-10 (balance of specialization and coordination)"",""7"":""Job security (including your own position)"",""8"":""The need for human oversight"",""9"":""Market competition and user choice"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""America/Los_Angeles"",""timestamp"":""2025-04-29T16:16:40.684Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36""}"
9d09d5db-a9a8-4f46-808d-2fede290c0cc,2025-05-08 18:35:20.259989+00,"{""1"":""5-10 years for most programming tasks"",""2"":""Traditional education systems"",""3"":""Fear of the unknown"",""4"":""The company deploying the agents"",""5"":""No opinion"",""6"":""No opinion"",""7"":""No opinion"",""8"":""No opinion"",""9"":""No opinion"",""10"":""No opinion""}","{""timeZone"":""America/New_York"",""timestamp"":""2025-05-08T18:35:19.999Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36""}"
9d4e62a4-890c-45ab-81ce-bbead58d3886,2025-04-29 16:10:01.644065+00,"{""1"":""Already happening for simple tasks"",""2"":""Knowledge work industry"",""3"":""We ARE deploying them now"",""4"":""The company deploying the agents"",""5"":""True causal reasoning"",""6"":""5-10 (balance of specialization and coordination)"",""7"":""Nothing, the risks outweigh the benefits"",""8"":""Reasoning failures under uncertainty"",""9"":""Market competition and user choice"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""America/Phoenix"",""timestamp"":""2025-04-29T16:10:00.351Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15""}"
9db0b598-368b-40e4-b62d-7e0e1ab9a5a8,2025-04-29 17:04:32.194013+00,"{""1"":""Already happening for simple tasks"",""2"":""Software development lifecycle"",""3"":""Technical leadership doesn't understand the potential"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""True causal reasoning"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Job security (including your own position)"",""8"":""Reasoning failures under uncertainty"",""9"":""Strong regulation and licensing"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""Europe/Zagreb"",""timestamp"":""2025-04-29T17:04:31.714Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/135.0.7049.83 Mobile/15E148 Safari/604.1""}"
9deb3ddc-98de-48fe-b286-84626ab36cd5,2025-05-08 18:38:19.696967+00,"{""1"":""No opinion"",""2"":""Software development lifecycle"",""3"":""Regulatory/compliance or technical readiness concerns"",""4"":""The company deploying the agents"",""5"":""Self-modification of their own architecture"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Privacy (complete work environment monitoring)"",""8"":""Reasoning failures under uncertainty"",""9"":""Open source transparency"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""America/Chicago"",""timestamp"":""2025-05-08T18:38:19.438Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1""}"
